modeoflearning,edlevel,yearscode,yearscodepro,devtype,languagehaveworkedwith,databasehaveworkedwith,platformhaveworkedwith,webframehaveworkedwith,newcollabtoolshaveworkedwith,opsyspersonal_use,opsysprofessionaluse,workexpyears,industry
Inperson,Masters degree MA MS MEng MBA etc,7,3,Data engineer,CPython,SQLite,Unknown,Unknown,EclipseJupyter NotebookJupyterLabVisual StudioVisual Studio Code,FedoraWindowsWindows Subsystem for Linux WSL,FedoraWindowsWindows Subsystem for Linux WSL,3,Manufacturing
Remote,Bachelors degree BA BS BEng etc,16,11,Developer backend,Ruby,PostgreSQLRedis,Amazon Web Services AWSHeroku,Vuejs,Sublime TextVisual Studio Code,Unknown,MacOSUbuntu,11,Healthcare
Remote,Bachelors degree BA BS BEng etc,18,6,Research  Development role,CCHTMLCSSJavaJavaScriptPythonRust,ElasticsearchPostgreSQLSQLite,CloudflareDigital OceanOracle Cloud Infrastructure OCIOVHVultr,Svelte,Android StudioCLionJupyter NotebookJupyterLabNotepadQt CreatorVisual StudioVisual Studio CodeXcode,BSDDebianiOSMacOSUbuntuWindowsWindows Subsystem for Linux WSL,AndroidDebianMacOSUbuntu,6,Other
Remote,Masters degree MA MS MEng MBA etc,18,10,Developer frontend,HTMLCSSJavaScriptTypeScript,PostgreSQLSupabase,Supabase,ExpressNestJSNextjsNodejsReact,VimVisual Studio Code,MacOS,MacOS,-1,Unknown
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,5,3,Data engineer,AssemblyBashShell all shellsCCGroovyHTMLCSSJavaScriptPythonSQL,CassandraMySQLPostgreSQLSQLite,Amazon Web Services AWSGoogle Cloud,DjangoFastAPI,IntelliJ IDEAJupyter NotebookJupyterLabPyCharmVimVisual Studio Code,UbuntuWindowsWindows Subsystem for Linux WSL,UbuntuWindowsWindows Subsystem for Linux WSL,3,Software Development
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,9,8,Data engineer,JavaJavaScriptPythonScala,ClickhouseDynamodbMariaDBMicrosoft SQL Server,Amazon Web Services AWS,Nodejs,IntelliJ IDEANotepadPyCharmWebStorm,Windows,Windows,8,Internet Telecomm or Information Services
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,43,40,Scientist,HTMLCSSPHPRSQL,MySQL,Amazon Web Services AWS,Unknown,NetbeansRStudio,MacOS,Windows,40,Healthcare
Remote,Masters degree MA MS MEng MBA etc,4,3,Developer backend,JavaKotlin,H2Oracle,Amazon Web Services AWSGoogle Cloud,Spring Boot,IntelliJ IDEA,UbuntuWindows,UbuntuWindows,3,Retail and Consumer Services
Inperson,Masters degree MA MS MEng MBA etc,14,12,Developer fullstack,CPythonSQLTypeScript,Microsoft SQL ServerPostgreSQL,CloudflareDigital OceanMicrosoft Azure,AngularASPNET CORE,NanoRiderSublime TextVisual StudioVisual Studio Code,WindowsWindows Subsystem for Linux WSL,UbuntuWindowsWindows Subsystem for Linux WSL,12,Energy
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,4,-1,Developer frontend,BashShell all shellsCCHTMLCSSJavaJavaScriptKotlinMATLABPHPPythonSQLTypeScriptVisual Basic Net,IBM DB2MongoDBMySQLSQLite,FirebaseHerokuIBM Cloud Or WatsonNetlifyVMware,AngularASPNETASPNET COREDjangoFlaskLaravelReact,Android StudioEclipseIntelliJ IDEAIPythonJupyter NotebookJupyterLabSublime TextVisual StudioVisual Studio Code,AndroidWindows,Unknown,-1,Unknown
Inperson,Bachelors degree BA BS BEng etc,4,2,Developer fullstack,CCHTMLCSSJavaJavaScriptSQLTypeScript,Microsoft SQL ServerMongoDBMySQLOracle,Amazon Web Services AWSVercel,ExpressNextjsNodejsReact,Android StudioEclipseVisual StudioVisual Studio Code,AndroidUbuntuWindows,Unknown,1,Other
Inperson,Masters degree MA MS MEng MBA etc,35,35,Developer desktop or enterprise applications,CCJava,IBM DB2Oracle,OpenStack,Unknown,CodeBlocksEclipseNotepadQt CreatorVisual Studio,DebianRed HatUbuntuWindows,DebianRed HatUbuntuWindows,35,Software Development
Inperson,Some collegeuniversity study without earning a degree,8,2,Developer fullstack,BashShell all shellsCCCGoHTMLCSSJavaScriptPHPPowerShellPrologPythonRustSwiftTypeScriptZig,MySQLSQLite,Amazon Web Services AWSCloudflareFlyioGoogle Cloud,FastAPIFlaskLaravelSvelteVuejs,NeovimPhpStormVisual StudioVisual Studio Code,UbuntuWindowsWindows Subsystem for Linux WSL,MacOS,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,20,15,Developer frontend,CHTMLCSSJavaScriptPowerShellSQLTypeScript,Microsoft SQL Server,Amazon Web Services AWSMicrosoft Azure,AngularJSASPNETASPNET COREjQueryReact,NotepadVisual StudioVisual Studio Code,Windows,Windows,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,11,8,Developer frontend,HTMLCSSJavaScriptTypeScript,Unknown,Unknown,React,Visual Studio Code,AndroidMacOSWindows,AndroidiOSMacOS,8,Other
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,10,7,Developer fullstack,BashShell all shellsDartGroovyHTMLCSSJavaJavaScriptPHPPowerShellPythonSQLTypeScript,ElasticsearchMongoDBMySQLPostgreSQLRedis,Amazon Web Services AWSDigital OceanOpenShift,AngularAngularJSLaravelNodejsReactSpring BootStrapiSvelteWordPress,IntelliJ IDEANeovimNotepadVisual Studio Code,AndroidiOSUbuntuWindows,MacOSRed HatUbuntuWindows,-1,Unknown
Inperson,Bachelors degree BA BS BEng etc,11,4,Developer desktop or enterprise applications,AssemblyCPython,MySQL,Unknown,Unknown,Visual Studio Code,Red Hat,Red Hat,4,Fintech
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,16,12,Developer fullstack,BashShell all shellsCJavaJavaScriptSQLTypeScript,Microsoft SQL ServerMySQLOraclePostgreSQL,Amazon Web Services AWS,AngularASPNET CORENodejs,IntelliJ IDEANotepadVisual StudioVisual Studio Code,AndroidWindows,Red HatUbuntuWindows,12,Media  Advertising Services
Inperson,Bachelors degree BA BS BEng etc,4,2,Developer backend,HTMLCSSJavaJavaScriptScalaSQLTypeScript,ElasticsearchMySQL,Unknown,AngularSpring Boot,IntelliJ IDEAVisual Studio Code,WindowsWindows Subsystem for Linux WSL,Debian,2,Fintech
Unknown,Secondary school eg American high school German Realschule or Gymnasium etc,3,-1,Other please specify,Kotlin,MongoDB,Unknown,Unknown,Android StudioVim,Debian,Debian,-1,Unknown
Remote,Some collegeuniversity study without earning a degree,5,5,Developer fullstack,CCDartPowerShellPythonRustSQLTypeScript,Cloud FirestoreMicrosoft SQL ServerPostgreSQL,Amazon Web Services AWSFirebaseGoogle Cloud,Nodejs,Android StudioCLionDataGripJupyter NotebookJupyterLabNanoNeovimPyCharmWebStorm,AndroidArchUbuntuWindowsWindows Subsystem for Linux WSL,AndroidArchUbuntuWindowsWindows Subsystem for Linux WSL,-1,Unknown
Remote,Some collegeuniversity study without earning a degree,42,35,Developer fullstack,HTMLCSSJavaScriptPythonSQLVBA,MariaDBMicrosoft SQL ServerMongoDBPostgreSQLRedis,Heroku,FastAPIFlaskHtmx,DataGripPyCharmWebStorm,WindowsWindows Subsystem for Linux WSL,WindowsWindows Subsystem for Linux WSL,-1,Unknown
Remote,Masters degree MA MS MEng MBA etc,20,13,Developer desktop or enterprise applications,BashShell all shellsCJavaKotlinPython,SQLite,Unknown,Unknown,Android StudioIntelliJ IDEANanoNotepadPyCharmVisual Studio,AndroidDebianFedoraWindows,AndroidDebianFedoraWindows,-1,Unknown
Remote,Associate degree AA AS etc,26,21,Developer fullstack,HTMLCSSJavaScriptPHPSQL,MariaDBMySQL,Amazon Web Services AWSGoogle Cloud,jQuery,NetbeansNotepad,ChromeOSWindows,ChromeOSWindows,21,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,14,11,Other please specify,BashShell all shellsCJavaScriptPowerShellSQLTypeScript,ElasticsearchInfluxDBMariaDBMicrosoft SQL ServerOracle,CloudflareMicrosoft Azure,ASPNETASPNET CORE,NotepadVisual StudioVisual Studio Code,AndroidUbuntuWindowsWindows Subsystem for Linux WSL,WindowsWindows Subsystem for Linux WSL,11,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,12,8,Developer frontend,CHTMLCSSJavaScriptTypeScript,Unknown,Microsoft AzureNetlify,ASPNETExpressNodejsReact,Visual StudioVisual Studio Code,Windows,Ubuntu,-1,Unknown
Inperson,Associate degree AA AS etc,6,2,DevOps specialist,BashShell all shellsGDScriptHTMLCSSJavaScriptKotlinLuaPythonSQLTypeScript,MariaDBMySQLOracleSQLite,VMware,FlaskReact,IntelliJ IDEANeovimSublime TextVim,WindowsWindows Subsystem for Linux WSL,WindowsWindows Subsystem for Linux WSL,-1,Unknown
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,20,-1,Project manager,CHTMLCSSJavaJavaScriptPHPPowerShellSQLVBA,Microsoft AccessMicrosoft SQL ServerMongoDBMySQLOracle,CloudflareMicrosoft Azure,ASPNETASPNET COREjQueryWordPress,EclipseNotepadVisual StudioVisual Studio Code,Windows,Windows,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,12,7,Developer fullstack,BashShell all shellsHTMLCSSJavaJavaScriptKotlinPowerShellSQLTypeScript,H2MongoDBPostgreSQL,Unknown,AngularNodejsReactSpring Boot,IntelliJ IDEAVimVisual Studio Code,Windows,Windows,7,BankingFinancial Services
Inperson,Bachelors degree BA BS BEng etc,5,2,Other please specify,MATLABPythonSQLVBA,Microsoft SQL ServerMySQLSQLite,Unknown,Unknown,Android StudioJupyter NotebookJupyterLabNotepadSublime TextVisual StudioVisual Studio Code,Windows,Unknown,-1,Unknown
Unknown,Bachelors degree BA BS BEng etc,3,-1,Developer fullstack,CCCHTMLCSSJavaJavaScriptPHPPowerShellPythonRSQLTypeScript,MariaDBMicrosoft SQL ServerMongoDBOraclePostgreSQLSQLite,Microsoft AzureVercel,ASPNET COREFastifyNextjsReactSpring Boot,CLionCodeBlocksDataGripIntelliJ IDEAPhpStormPyCharmRiderRStudioVisual StudioVisual Studio CodeWebStorm,WindowsWindows Subsystem for Linux WSL,Unknown,-1,Unknown
Remote,Masters degree MA MS MEng MBA etc,10,7,Developer desktop or enterprise applications,CCMATLABPythonRustSQL,MariaDBSQLite,Unknown,Unknown,Visual StudioVisual Studio Code,Windows,Windows,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,34,30,Developer backend,CGroovyJavaScriptSQLVBA,OraclePostgreSQLSQLite,Microsoft Azure,AngularASPNETASPNET CORE,NotepadVisual StudioVisual Studio Code,Windows,Unknown,-1,Unknown
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,22,18,Developer backend,CJavaScript,Microsoft SQL Server,Microsoft Azure,ASPNETASPNET COREReact,Visual StudioVisual Studio Code,Windows,Windows,18,Software Development
Inperson,Professional degree JD MD PhD EdD etc,8,7,Developer backend,BashShell all shellsCCCJavaPowerShellVBA,MySQLPostgreSQLSQLite,Unknown,Unknown,Unknown,Unknown,Unknown,8,Unknown
Remote,Masters degree MA MS MEng MBA etc,9,7,Developer backend,BashShell all shellsGoSQL,DynamodbPostgreSQLSnowflake,Amazon Web Services AWS,Unknown,Visual Studio Code,Arch,MacOS,7,Fintech
Inperson,Professional degree JD MD PhD EdD etc,36,28,Research  Development role,CC,Unknown,Unknown,Unknown,HelixNotepadRad Studio Delphi C BuilderVisual Studio,Windows,Windows,37,Manufacturing
Remote,Bachelors degree BA BS BEng etc,21,10,Developer backend,HTMLCSSJavaScriptLuaRubySQL,MySQLPostgreSQLRedis,Amazon Web Services AWSHeroku,Ruby on Rails,Neovim,iOSMacOSWindows,MacOS,12,Other
Unknown,Bachelors degree BA BS BEng etc,10,-1,Developer frontend,HTMLCSSJavaJavaScript,MySQL,Unknown,React,Visual Studio Code,Windows,Unknown,-1,Unknown
Inperson,Bachelors degree BA BS BEng etc,7,3,Other please specify,CDartPython,Cloud FirestoreMySQL,Amazon Web Services AWSFirebase,Unknown,NotepadVisual Studio Code,Red Hat,Red Hat,3,Fintech
Remote,Masters degree MA MS MEng MBA etc,11,8,Data scientist or machine learning specialist,JavaScriptJuliaPythonRSQLVBA,BigQueryDatabricks SQLElasticsearchMicrosoft SQL ServerMongoDBMySQLOraclePostgreSQL,Amazon Web Services AWSDatabricksGoogle Cloud,Flask,IntelliJ IDEAIPythonRStudioVisual Studio Code,WindowsWindows Subsystem for Linux WSL,iOSOther LinuxbasedUbuntuWindowsWindows Subsystem for Linux WSL,8,Software Development
Inperson,Secondary school eg American high school German Realschule or Gymnasium etc,13,10,Developer fullstack,BashShell all shellsElixir,PostgreSQL,Unknown,Phoenix,Vim,Debian,Debian,10,Government
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,35,24,Developer desktop or enterprise applications,BashShell all shellsCDartPythonTypeScript,Unknown,Unknown,NestJSNodejs,Android StudioVisual StudioVisual Studio Code,Windows,UbuntuWindows,25,Software Development
Hybrid some remote some inperson,Some collegeuniversity study without earning a degree,17,12,Developer frontend,HTMLCSSJavaScriptTypeScript,Unknown,Amazon Web Services AWSCloudflareDigital Ocean,Angular,Sublime TextVisual Studio Code,MacOSWindows,MacOS,12,Internet Telecomm or Information Services
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,16,11,Developer fullstack,BashShell all shellsCPowerShell,SQLite,Unknown,ASPNET CORE,NotepadVimVisual StudioVisual Studio Code,WindowsWindows Subsystem for Linux WSL,WindowsWindows Subsystem for Linux WSL,11,Fintech
Remote,Bachelors degree BA BS BEng etc,14,13,Developer backend,BashShell all shellsGroovyJavaJavaScriptPythonRuby,ElasticsearchMongoDB,Amazon Web Services AWSMicrosoft AzureOpenShift,Spring Boot,IntelliJ IDEANotepadPyCharmVisual Studio Code,Windows,UbuntuWindowsWindows Subsystem for Linux WSL,13,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,9,5,Developer desktop or enterprise applications,CHTMLCSSJavaScript,Unknown,Microsoft Azure,ASPNET COREVuejs,Visual StudioVisual Studio Code,Windows,Windows,5,Transportation or Supply Chain
Remote,Some collegeuniversity study without earning a degree,10,-1,System administrator,Rust,MySQL,Amazon Web Services AWS,Unknown,EclipseVisual Studio CodeVSCodium,Debian,Debian,-1,Unknown
Remote,Masters degree MA MS MEng MBA etc,10,8,Developer fullstack,DartHTMLCSSJavaScriptRustSQLTypeScript,PostgreSQL,Unknown,NextjsNodejsReact,Visual Studio CodeXcode,AndroidDebianiOSMacOS,AndroidDebianiOSMacOS,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,18,14,Engineering manager,BashShell all shellsJavaScriptRuby,MySQLPostgreSQL,Amazon Web Services AWS,Ruby on Rails,Visual Studio Code,Ubuntu,Ubuntu,15,Software Development
Unknown,Bachelors degree BA BS BEng etc,7,-1,Developer frontend,HTMLCSSJavaScript,Firebase Realtime Database,Firebase,Unknown,EclipseGeanyNotepadSublime TextVimVisual StudioVisual Studio CodeVSCodiumWebStorm,AndroidUbuntuWindowsWindows Subsystem for Linux WSL,WindowsWindows Subsystem for Linux WSL,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,5,3,Developer fullstack,Unknown,Unknown,Unknown,Unknown,Unknown,AndroidiOSiPadOSWindows,MacOS,-1,Unknown
Inperson,Bachelors degree BA BS BEng etc,10,5,Developer fullstack,HTMLCSSJavaPHP,Microsoft SQL ServerPostgreSQLSQLite,Amazon Web Services AWS,Spring Boot,IntelliJ IDEASublime TextVimVisual Studio Code,MacOSUbuntu,MacOSUbuntu,3,Software Development
Remote,Secondary school eg American high school German Realschule or Gymnasium etc,23,19,Other please specify,CCHTMLCSSJavaScriptObjectiveCPython,PostgreSQL,Unknown,Unknown,Qt CreatorVimVisual StudioVisual Studio CodeXcode,FedoraRed Hat,FedoraRed Hat,19,Software Development
Remote,Some collegeuniversity study without earning a degree,15,10,Developer fullstack,ElixirGoHTMLCSSJavaScriptSQLTypeScript,BigQueryRedisSupabase,Amazon Web Services AWSCloudflareGoogle CloudMicrosoft AzureSupabase,NestJSNextjsReact,NeovimVim,FedoraMacOS,MacOS,10,Other
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,16,9,Developer fullstack,BashShell all shellsCGoJavaPowerShellRustTypeScript,ElasticsearchMicrosoft SQL ServerMySQLPostgreSQL,CloudflareHetznerMicrosoft Azure,AngularNodejs,NetbeansNotepadVisual Studio Code,UbuntuWindowsWindows Subsystem for Linux WSL,FedoraRed HatWindowsWindows Subsystem for Linux WSL,-1,Unknown
Remote,Some collegeuniversity study without earning a degree,5,2,Developer desktop or enterprise applications,CSQL,Microsoft SQL Server,Unknown,Unknown,NotepadVisual Studio,Windows,Windows,4,Other
Hybrid some remote some inperson,Secondary school eg American high school German Realschule or Gymnasium etc,12,4,DevOps specialist,BashShell all shellsGoHTMLCSSJavaScriptPython,ElasticsearchOraclePostgreSQLSQLite,Unknown,jQuery,KateNotepadVimVisual Studio Code,Other Linuxbased,AIXRed HatWindows,4,BankingFinancial Services
Hybrid some remote some inperson,Secondary school eg American high school German Realschule or Gymnasium etc,20,20,Developer backend,JavaSQL,OraclePostgreSQL,Amazon Web Services AWSGoogle CloudOracle Cloud Infrastructure OCI,Unknown,Unknown,Unknown,Unknown,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,8,3,Developer AI,GoHTMLCSSJavaJavaScriptPythonSQLTypeScript,ElasticsearchMongoDBMySQLPostgreSQLRedis,Amazon Web Services AWSGoogle CloudHetznerVercel,AstroNextjsNodejsSpring Boot,GolandIntelliJ IDEAWebStorm,MacOSOther Linuxbased,MacOSOther Linuxbased,3,Software Development
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,18,11,Developer fullstack,CHTMLCSSJavaScriptTypeScript,Microsoft SQL ServerMongoDBSQLite,Amazon Web Services AWSFirebaseMicrosoft Azure,AngularASPNET COREReact,Android StudioNotepadVisual StudioVisual Studio Code,iOSMacOS,Windows,11,Software Development
Inperson,Professional degree JD MD PhD EdD etc,15,8,Developer backend,Java,PostgreSQL,Unknown,AngularSpring Boot,IntelliJ IDEA,UbuntuWindows,UbuntuWindows,14,Software Development
Inperson,Bachelors degree BA BS BEng etc,29,25,Developer fullstack,CCElixirErlangRustTypeScript,CassandraPostgreSQL,Microsoft Azure,PhoenixReact,NeovimVisual Studio Code,MacOS,MacOS,-1,Unknown
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,12,6,Data or business analyst,BashShell all shellsCCHTMLCSSJavaJavaScriptPHPPowerShellSQL,IBM DB2MariaDBMicrosoft SQL ServerMySQLOracle,Unknown,Unknown,Notepad,UbuntuWindowsWindows Subsystem for Linux WSL,Windows,6,Insurance
Inperson,Bachelors degree BA BS BEng etc,7,3,Developer game or graphics,C,SQLite,Alibaba Cloud,ASPNETASPNET COREBlazor,RiderVisual Studio Code,Windows,Windows,5,Software Development
Unknown,Bachelors degree BA BS BEng etc,7,-1,Student,BashShell all shellsCCCJavaJavaScriptKotlinPythonRustSQL,MongoDBPostgreSQL,Alibaba Cloud,ReactVuejs,Android StudioCLionJupyter NotebookJupyterLabNeovimSublime TextVimVisual Studio Code,AndroidiOSiPadOSMacOSOther LinuxbasedUbuntuWindowsWindows Subsystem for Linux WSL,UbuntuWindows,-1,Unknown
Hybrid some remote some inperson,Some collegeuniversity study without earning a degree,9,8,Developer backend,HTMLCSSPHPSQL,MySQL,Unknown,jQueryNuxtjsVuejs,Visual StudioVSCodium,Ubuntu,Ubuntu,8,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,10,6,DevOps specialist,CGoKotlinPythonSQLTypeScript,DynamodbMongoDBPostgreSQLRedis,Amazon Web Services AWSGoogle CloudHerokuHetzner,FastAPIFlaskReact,NeovimVisual Studio Code,MacOSOther Linuxbased,MacOS,6,Healthcare
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,10,5,Developer game or graphics,CCCDartHTMLCSSJavaScriptKotlinLuaObjectiveCPHPPythonSQLSwiftTypeScriptVisual Basic Net,Cloud FirestoreFirebase Realtime DatabaseMariaDBMicrosoft SQL ServerMongoDBMySQLNeo4JPostgreSQLRedisSQLite,FirebaseGoogle CloudLinode now AkamaiOVHRenderVercelVMware,AngularASPNETBlazorExpressFlaskjQueryLaravelNodejsVuejs,Android StudioCLionCodeBlocksEclipseIntelliJ IDEANanoNotepadPhpStormRiderVisual StudioVisual Studio CodeXcode,AndroidMacOSWindows,AndroidDebianHaikuiOSMacOSWindowsWindows Subsystem for Linux WSL,10,Software Development
Inperson,Bachelors degree BA BS BEng etc,26,23,Developer fullstack,CJavaScriptPHPSQL,MariaDBMySQL,Unknown,WordPress,PhpStormVisual StudioVisual Studio Code,Windows,Red HatWindows,29,Other
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,8,5,Developer fullstack,HTMLCSSJavaScriptPythonTypeScript,MariaDBMongoDB,Unknown,AngularNextjsNodejsReact,NeovimVimVisual Studio Code,UbuntuWindows,MacOSUbuntu,5,Energy
Hybrid some remote some inperson,Some collegeuniversity study without earning a degree,10,3,Developer backend,BashShell all shellsHTMLCSSLuaPythonRubySQLTypeScriptZig,PostgreSQLSupabase,FirebaseFlyioLinode now Akamai,Ruby on Rails,Neovim,MacOS,MacOS,3,Retail and Consumer Services
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,23,14,Database administrator,BashShell all shellsCCJavaScriptPowerShellSQL,ElasticsearchMariaDBMicrosoft SQL ServerMySQLPostgreSQLRedisSQLite,Unknown,Unknown,NotepadVimVisual Studio,AndroidCygwinWindows,DebianUbuntuWindows,14,Software Development
Remote,Some collegeuniversity study without earning a degree,13,9,Other please specify,CHTMLCSSJava,Unknown,Unknown,Unknown,NetbeansNotepadVisual Studio,AndroidWindows,Windows,-1,Unknown
Hybrid some remote some inperson,Something else,5,3,Developer fullstack,HTMLCSSPythonSQL,MongoDBOraclePostgreSQLSolr,HetznerMicrosoft Azure,FastAPIFlaskReact,NeovimVisual Studio Code,Arch,Arch,3,Software Development
Unknown,Bachelors degree BA BS BEng etc,4,0,Student,CCGoHTMLCSSJavaJavaScriptPythonSQLTypeScript,MongoDBMySQLOraclePostgreSQLSQLite,Amazon Web Services AWSDigital OceanGoogle CloudMicrosoft AzureVercel,ExpressFastifyNextjsNodejsReact,CLionGolandIntelliJ IDEAPyCharmVimVisual Studio CodeWebStorm,iOSiPadOSMacOSWindows,MacOSUbuntu,-1,Unknown
Remote,Associate degree AA AS etc,20,12,Other please specify,CJavaPHPPowerShellSQLTypeScript,Microsoft AccessMicrosoft SQL ServerMySQLSQLite,Amazon Web Services AWSMicrosoft Azure,ASPNETASPNET COREjQueryWordPress,NotepadVisual Studio,Windows,Windows,13,Healthcare
Inperson,Some collegeuniversity study without earning a degree,14,6,Developer desktop or enterprise applications,CCPowerShellPython,Firebase Realtime DatabasePostgreSQL,Firebase,Angular,CLionNeovimNotepadRiderVisual StudioVisual Studio Code,ArchWindows Subsystem for Linux WSL,WindowsWindows Subsystem for Linux WSL,6,Software Development
Remote,Masters degree MA MS MEng MBA etc,20,16,Developer fullstack,JavaScriptPHP,MariaDB,Unknown,Symfony,NotepadPhpStorm,MacOS,Unknown,-1,Unknown
Unknown,Bachelors degree BA BS BEng etc,-1,-1,Developer fullstack,JavaJavaScript,MySQL,Google CloudVercel,ReactSpring Boot,EclipseIntelliJ IDEAVisual Studio Code,AndroidMacOSWindows,AndroidMacOS,-1,Unknown
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,16,12,Developer fullstack,CCPythonTypeScript,PostgreSQLRedisSQLite,Amazon Web Services AWS,ASPNET CORENodejsReact,DataGripNotepadRiderVisual Studio Code,WindowsWindows Subsystem for Linux WSL,WindowsWindows Subsystem for Linux WSL,12,Software Development
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,26,21,Developer fullstack,BashShell all shellsCClojureGoHTMLCSSJavaJavaScriptPHPSQLTypeScript,Couch DBElasticsearchMariaDBMongoDBMySQLPostgreSQLSQLite,Amazon Web Services AWSHeroku,AngularAngularJSAstroCodeIgniterGatsbyNestJSNextjsNodejsReactRemixStrapiWordPress,IntelliJ IDEANanoNeovimVisual Studio CodeWebStorm,AndroidDebianiOSMacOSWindows,AndroidDebianiOSMacOSWindows,25,Software Development
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,17,14,Developer frontend,BashShell all shellsTypeScript,MongoDB,Hetzner,ReactRemix,IntelliJ IDEAVimVisual Studio Code,MacOS,MacOS,14,Energy
Unknown,Some collegeuniversity study without earning a degree,6,-1,Student,BashShell all shellsCPythonRust,Unknown,Google Cloud,Unknown,Android StudioCLionIntelliJ IDEANeovimVimVisual Studio Code,AndroidiPadOSUbuntuWindows,Unknown,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,36,30,DevOps specialist,BashShell all shellsGroovyPythonScala,Unknown,Unknown,Unknown,VimVisual Studio Code,iOSUbuntu,Unknown,34,BankingFinancial Services
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,20,14,Developer desktop or enterprise applications,BashShell all shellsCCGoGroovyJavaScriptLuaPHPRustSolidity,PostgreSQLSQLite,Digital OceanVMware,Unknown,NeovimVimVisual StudioXcode,Fedora,Fedora,14,Fintech
